video_name,audio_name,emotion,sentiment,text_sentiment,audio_sentiment,video_sentiment,text
clip_8_Celebrity_6.mp4,clip_8_Celebrity_6.wav,kebahagiaan,positif,netral,positif,netral,Kadang-kadang saya suka Julid sama dia hanya untuk membantu dia biar dia nggak dibenci orang.
clip_8_Celebrity_7.mp4,clip_8_Celebrity_7.wav,kebahagiaan,positif,netral,positif,positif,"Itu keculitan saya dari kecil, dari sepuluh tahun aku udah jualan keliling."
clip_8_Celebrity_8.mp4,clip_8_Celebrity_8.wav,kebahagiaan,positif,netral,positif,positif,10 tahun aku jualan di SD-SD sampai aku menikah pun dagang Ulfi ikut dagang aku pernah antar-antar aku keliking dagang daerah Cibubur aja.
clip_8_Celebrity_9.mp4,clip_8_Celebrity_9.wav,kebahagiaan,positif,positif,positif,positif,"Nggak jauh-jauh, Cibubur Depok ajaj saya suka daerah situ kalau ke kota nggak kuat MMan."
clip_8_Celebrity_10.mp4,clip_8_Celebrity_10.wav,kebahagiaan,positif,netral,positif,positif,Kalau tanah seember kuat saya kalau uangnya sem...
clip_9_Makeup_1.mp4,clip_9_Makeup_1.wav,netral,netral,netral,negatif,negatif,"Di mana, di dalam sejumlah produk tersebut ternyata ditemukan kandungan antimon yang berlebih yaitu sebanyak 10 mikrogram per gramnya."
clip_9_Makeup_2.mp4,clip_9_Makeup_2.wav,netral,netral,netral,negatif,negatif,Jadi apa sih antimon-antimon ini? Bukan pokemon anime.
clip_9_Makeup_3.mp4,clip_9_Makeup_3.wav,netral,netral,netral,negatif,netral,"Nah jadi antimon ini, cik, berasal kan dari riset yang aku baca guys, jadi antimon inilah unsur atau senyawa kimia yang kalau misalnya dalam tabel periodik itu, ia lambangnya Sb terus diada di nomor 51."
clip_9_Makeup_4.mp4,clip_9_Makeup_4.wav,netral,netral,netral,netral,netral,"Nah sebenarnya antimon sendiri banyak kegunaan dalam kehidupan sehari-hari itu, terutama dalam teknologi semiconductor."
clip_10_Makeup_1.mp4,clip_10_Makeup_1.wav,kebahagiaan,positif,netral,positif,positif,"Hello everyone, hi, apa kabar kan semua,nama aku Lifi Sanders"
clip_10_Makeup_2.mp4,clip_10_Makeup_2.wav,kebahagiaan,positif,netral,netral,positif,"If you guys bakal mau ngomongin make-up tapi ku bakal ngomongin satu aspek yang paling penting dalam dunia perbeautyan kecantikan ini, yaitu tentang skincare"
clip_10_Makeup_3.mp4,clip_10_Makeup_3.wav,kebahagiaan,positif,positif,netral,netral,Specifically bakal ngomongin yang tentang product-product skincare apa aja yang lagi gue demen yang menurut gue itu ampu dan at least bekerja di wajah gue
clip_10_Makeup_4.mp4,clip_10_Makeup_4.wav,netral,netral,negatif,positif,negatif,"Karena sometimes there are skincares that ya dia kelihatan OKOK aja di wajah lo, tapi sama sekali nggak berefek dan lu nggak ngrasa kayak ada perubahan gitu lo"
clip_10_Makeup_5.mp4,clip_10_Makeup_5.wav,netral,netral,netral,netral,negatif,Tapi dia nggak bereaksi juga kalian ngerti kan
clip_10_Makeup_6.mp4,clip_10_Makeup_6.wav,netral,netral,negatif,netral,negatif,"Maksudnya sensitif itu kalau misalnya product itu nggak cocok hasilnya langsung apa, langsung muncul jerawat"
clip_10_Makeup_7.mp4,clip_10_Makeup_7.wav,netral,netral,positif,netral,netral,"Reaksinya cepat banget kelihatan dan karena gua bisa mengenal wajah gue lebih baik lagi,kulit wajah gue lebih baik lagi"
clip_10_Makeup_8.mp4,clip_10_Makeup_8.wav,netral,netral,netral,negatif,negatif,Gua tahualah kira-kira yang bekerja sama yang nggak of course kita paling tahu tentang kita sendiri
clip_10_Makeup_9.mp4,clip_10_Makeup_9.wav,netral,netral,netral,netral,netral,"Satu, dua"
clip_10_Makeup_10.mp4,clip_10_Makeup_10.wav,netral,netral,positif,netral,netral,"Di sini lima product skincare yang bakal gua share ke kalian, gua kasih kenapa gue suka dan at least gue bakal rekomen banget ini untuk kalian coba"
clip_11_Makeup_1.mp4,clip_11_Makeup_1.wav,kebahagiaan,positif,netral,positif,positif,"Kemarin aku tuh pernah review tuntas dan swatches sepuluh warna, kalau kalian belum nonton, bisa klik di sini or di sini."
clip_11_Makeup_2.mp4,clip_11_Makeup_2.wav,kebahagiaan,positif,positif,positif,positif,"Dan karena aku puas banget dengan produknya dan harganya super terjangkau, jadi hari ini aku bakal tunjukin ke kalian 8 warna terbaru dari Venus soft matte lipcream"
clip_11_Makeup_3.mp4,clip_11_Makeup_3.wav,kebahagiaan,positif,netral,positif,positif,Dan ini adalah pertama kali juga aku cobain produknya di depan kamera
clip_11_Makeup_4.mp4,clip_11_Makeup_4.wav,netral,netral,netral,positif,netral,"Produk Venus soft matte ini bisa kalian beli di apotik kimia farma ataupun di e-commerce kayak Shopee, Tokopedia, JD.ID dan toko kosmetik lainnya"
clip_11_Makeup_5.mp4,clip_11_Makeup_5.wav,kebahagiaan,positif,positif,positif,positif,"IDnya sih produk ini gampang dicari, harganya affordable dan warnanya bagus"
clip_12_Makeup_1.mp4,clip_12_Makeup_1.wav,netral,netral,netral,netral,netral,"Asalamualaikum Warahmatullahi Wabarakatuh, jadi karena banyak banget yang tanya sama aku gimananya caranys buat aku mutihin wajah aku dalam waktu satu minggu"
clip_12_Makeup_2.mp4,clip_12_Makeup_2.wav,netral,netral,negatif,netral,netral,"overall, wajah aku bersih dari jerawat nggak separah dulu dan kayak yang kalian lihat ini, maka yang aku seorang jadi korban bullyan karena aku paling hitam"
clip_12_Makeup_3.mp4,clip_12_Makeup_3.wav,kebahagiaan,positif,positif,netral,positif,"dan karena aku kayak mulai udah nggak beraktifitas di laparan lagi jadi aku kayak mulai merawat diri aku lagi gimana caranya biar bisa putih lagi kayak yang after di foto tadi, kayak ini"
clip_13_Product_1.mp4,clip_13_Product_1.wav,netral,netral,netral,netral,netral,Jadi kalau ditanya apa pendapat gue tentang anak-anak yang sering pakai hypebeast ya.
clip_13_Product_2.mp4,clip_13_Product_2.wav,jijik,negatif,negatif,negatif,negatif,Gue merasa kesihan aja sih karena mereka bayar lebih tapi dapatnya itu nggak banyak.
clip_13_Product_3.mp4,clip_13_Product_3.wav,netral,netral,negatif,negatif,negatif,Gue jelasin satu-satu deh kenapa hypebeast itu bukan secangkir teh gue.
clip_13_Product_4.mp4,clip_13_Product_4.wav,jijik,negatif,negatif,negatif,negatif,"Pertama, desain. Desain itu memang sangat subjektif tapi rata-rata majority sangat sangat sangat norak dan gue pribadi ketika melihat orang seperti itu."
clip_13_Product_5.mp4,clip_13_Product_5.wav,jijik,negatif,negatif,negatif,negatif,dan gue pribadi ketika melihat orang seperti itu. Gue nggak bakal mau pakai.
clip_13_Product_6.mp4,clip_13_Product_6.wav,jijik,negatif,negatif,negatif,negatif,Kenapa? Karena gue tahu kalaupun aku beli dan pakai barang ini akan cepat
clip_13_Product_7.mp4,clip_13_Product_7.wav,jijik,negatif,negatif,negatif,negatif,"karena orang notice orang tahu dan kalau kamu pakai lagi, orang kayak lu nggak ada pakaian lain apa"
clip_13_Product_8.mp4,clip_13_Product_8.wav,jijik,negatif,negatif,negatif,negatif,tapi kalau barang simpel karena dari awalnya bentuknya saja pun karena dari awalnya pakaian yang kita pakai sudah kayak slow doang begitu loh.
clip_13_Product_9.mp4,clip_13_Product_9.wav,jijik,negatif,netral,negatif,netral,Tapi bukan berarti hypebeast ini harus dihilangkan juga.
clip_13_Product_10.mp4,clip_13_Product_10.wav,jijik,negatif,positif,negatif,netral,"Meskipun gue nggak suka, gue tetap suka dengan keberadaan mereka karena sekali-kali mereka itu bisa keluarin barang yang memang menarik."
clip_13_Product_11.mp4,clip_13_Product_11.wav,jijik,negatif,netral,negatif,netral,Alasan kedua adalah fit.
clip_13_Product_12.mp4,clip_13_Product_12.wav,jijik,negatif,netral,negatif,netral,"Rata-rata pakaian hypebeast itu dan kita yang bikin pakain itu pun nggak perlu cape-cape mikirin size S, M, L."
clip_13_Product_13.mp4,clip_13_Product_13.wav,jijik,negatif,positif,netral,netral,Jadi sebenarnya ini adalah metode yang bagus.
clip_13_Product_14.mp4,clip_13_Product_14.wav,jijik,negatif,negatif,negatif,negatif,"Tapi di mata gue, wah nggak, not okay, man, it¡¯s not good."
clip_13_Product_15.mp4,clip_13_Product_15.wav,jijik,negatif,netral,negatif,negatif,"Menurutmu kenapa sampai sekarang, jas masih terlihat cakep."
clip_13_Product_16.mp4,clip_13_Product_16.wav,jijik,negatif,netral,netral,negatif,Jas itu udah ada dari dulu sampai sekarang.
clip_14_Product_1.mp4,clip_14_Product_1.wav,netral,netral,netral,netral,netral,tas Chanel yang asli dengan yang tidak asli
clip_14_Product_2.mp4,clip_14_Product_2.wav,netral,netral,netral,netral,netral,nah jadi ceritanya ini vedio kali ini terlatarbelakangi sama banyak ya pertanyaan yang masuk ke saya
clip_14_Product_3.mp4,clip_14_Product_3.wav,netral,netral,netral,positif,netral,"gimana caranya membedakan tas-tas branded yang asli sama yang tidak asli, dan kebetulan beberapa bulan yang lalu salah satu teman saya baru aja ketipu satu penjual tas gitu saat dia mencari tas-tas beloved"""""
clip_14_Product_4.mp4,clip_14_Product_4.wav,netral,netral,netral,positif,netral,terus ? saya tergiur sama salah satu online-shop yang menjual tas-tas branded yang katanya lagi diskon kede-kedean
clip_14_Product_5.mp4,clip_14_Product_5.wav,netral,netral,negatif,positif,netral,"teman saya ini membayar sekitar 5 juta untuk tas Chanel ? Classic Fabric"", ternyata yang datang ini adalah barang yang palsu, jadi mungkin saya memberikan vedio ini untuk membandingkan antara yang asli dengan yang tidak asli"""
clip_15_Product_1.mp4,clip_15_Product_1.wav,netral,netral,positif,netral,netral,Menurut aku please datengin tempat tuh waxing yang bener-bener buat waxing gitu.
clip_15_Product_2.mp4,clip_15_Product_2.wav,netral,netral,positif,netral,netral,Jadi bener-bener kayak ok ya tempat waxing rekomendasi dari aku itu ada tiga sih yang pernah.
clip_15_Product_3.mp4,clip_15_Product_3.wav,netral,netral,positif,netral,positif,Sebenarnya aku pernah coba ke beberapa tempat tapi ini top three aku yang menurut aku bagus dan mbak-mbak nya itu udah professional gitu lah udah ngerti tekniknya dan segala macem.
clip_15_Product_4.mp4,clip_15_Product_4.wav,netral,netral,netral,netral,netral,"Nomor satu 1 tuh karamelo, kalian bisa google di mana aja mereka adanya, karamelo, terus wax house sama yang ketiga itu waxing."
clip_15_Product_5.mp4,clip_15_Product_5.wav,netral,netral,positif,netral,netral,"Ok jadi tempat tiga itu doang sih. Menurut aku yang paling bagus sih karamelo yaach, soalnya mbak mbak nya itu jago jago banget sih"
clip_15_Product_6.mp4,clip_15_Product_6.wav,netral,netral,netral,netral,netral,"Kalau dalam range harga, itu eumhhh menurut aku masih terjangkau sih tempat yang 3 aku sebutin tadi itu gak yang mahal banget,"
clip_15_Product_7.mp4,clip_15_Product_7.wav,netral,netral,netral,netral,netral,terus tapi yach standar lah harga harga standar kalian bisa google juga harga harganya disitu berapa.
clip_16_Product_1.mp4,clip_16_Product_1.wav,kebahagiaan,positif,netral,netral,positif,Aku baru sanghabis 2 kali untuk video ini karena aku baru nyadar.
clip_16_Product_2.mp4,clip_16_Product_2.wav,netral,netral,netral,netral,positif,Pas aku udah selesai try on semua kontak dari alens.
clip_16_Product_3.mp4,clip_16_Product_3.wav,kesedihan,negatif,netral,positif,positif,Aku baru nyandang ternyata aku upil di sini.
clip_16_Product_4.mp4,clip_16_Product_4.wav,netral,netral,negatif,positif,positif,Jadi maaf banget ya guys kalau misalnya aku ada upil di beberapa bagian dari video ini aku cuma pengin declaremen dulu sebelum kalian bilang kak Sami ada upilnya di sini.
clip_16_Product_5.mp4,clip_16_Product_5.wav,kebahagiaan,positif,netral,positif,positif,Saya juga manusia dan ternyata aku nggak nyadari gitu jadi mulai sekarang sebenar-benar ngaca sebelum filming gitu.
clip_16_Product_6.mp4,clip_16_Product_6.wav,kebahagiaan,positif,netral,positif,positif,"Begitulah, guys. A little disclaimer sampai aku harus filming ulang beberapa part biar kalian nggak notice banyak."
clip_17_Blogger_1.mp4,clip_17_Blogger_1.wav,kebahagiaan,positif,positif,positif,positif,Nah yang seru dari trip kali ini adalah ini adalah trip yang spontan. Jadi aku nggak tahu mau ke mana dan misal gue nggak tahu kemana
clip_17_Blogger_2.mp4,clip_17_Blogger_2.wav,netral,netral,netral,positif,positif,Tapi ya aku ada list beberapa tempat yang bakal mungkin kita kunjuni nanti
clip_17_Blogger_3.mp4,clip_17_Blogger_3.wav,kebahagiaan,positif,netral,positif,positif,"Sebenarnya guys, aku itu pengen nyantai piknik ke pantai gitu"
clip_17_Blogger_4.mp4,clip_17_Blogger_4.wav,kebahagiaan,positif,negatif,positif,netral,Tapi kenyataannya adalah pantai di kota Surabaya ini dikit dan nggak sebagus yang diluar kota Surabaya gitu
clip_17_Blogger_5.mp4,clip_17_Blogger_5.wav,netral,netral,positif,positif,positif,"Dan kita lihat aja hari ini aku ngapain. Tolong doain guys semoga lancar. Tapi waktu kalian nonton video ini pasti udah selesai hari ini. Jadi, tolong doain aja tetap"
clip_18_Blogger_1.mp4,clip_18_Blogger_1.wav,kebahagiaan,positif,netral,netral,netral,"Nah, sekarang kalau sekarang baju sinetron aja aku sudah membatasi nggak boleh di atas lutut."
clip_18_Blogger_2.mp4,clip_18_Blogger_2.wav,netral,netral,netral,netral,netral,Harus di bawah lutut misalkan pakai rok karena kan gadis kampung atau mungkin di bawah banget.
clip_18_Blogger_3.mp4,clip_18_Blogger_3.wav,netral,netral,netral,netral,netral,Pakaian pun juga nggak boleh yang segini misalkan kan kita ada jadi kantoran atau jadi nggak boleh pakaiannya yang segini minimal segini.
clip_18_Blogger_4.mp4,clip_18_Blogger_4.wav,kebahagiaan,positif,netral,netral,netral,Itu aku sudah mulai ada peraturan.
clip_18_Blogger_5.mp4,clip_18_Blogger_5.wav,kebahagiaan,positif,netral,netral,netral,Kalau dulu kan nggak pakai peraturan kayak gitu apalagi sekarang teman-teman aku kebanyakan berhijab.
clip_18_Blogger_6.mp4,clip_18_Blogger_6.wav,kebahagiaan,positif,negatif,netral,netral,Terkadang kalau kita ke luar rumah misalkan kita mau nongkrong nongki-nongki bareng saya ngak pakai jilbab sendiri teman-teman kayaknya udah agak risih jadi aku nggak mau.
clip_18_Blogger_7.mp4,clip_18_Blogger_7.wav,kebahagiaan,positif,netral,positif,positif,Ikuti kutanlah. Pakai syari gitu.
clip_18_Blogger_8.mp4,clip_18_Blogger_8.wav,kebahagiaan,positif,netral,positif,positif,Makanya kak Wiwi ada baju nggak syari yang biasa yang sederhana misalkan nggak ada aksen yang kayak gini atau enggak yang sederhana tapi syari.
clip_18_Blogger_9.mp4,clip_18_Blogger_9.wav,netral,netral,netral,positif,netral,"Oh, ada ada dek gitu. Jadi kalau misalkan bareng dengan Kak Wiwi aku atau Adel atau siapa ya udah kita pakai syari tapi kita nggak ada yang terlalu kayak begini, nggak ada aksen sendiri."
clip_19_Blogger_1.mp4,clip_19_Blogger_1.wav,kebahagiaan,positif,netral,positif,positif,"Download the game Free Fire ini memang diadaptasi dari game Pop Z dan juga Heads 1 Z 1, tapi ada spesial dari game Free Fire ini teman-teman, yaitu kalian bisa bermain di handphone kalian, jadi kalian bisa bermain kapan saja, di mana saja, asalkan punya internet"
clip_19_Blogger_2.mp4,clip_19_Blogger_2.wav,netral,netral,netral,positif,netral,"Ya udah. Free Fire battlegronds ini teman-teman dan di sebelahnya ada silver loot crate dimana belinya pakai diamond, pakai duit teman-teman"
clip_19_Blogger_3.mp4,clip_19_Blogger_3.wav,netral,netral,netral,positif,netral,"Oke, kita kan back dan kita kan ke forth kalau misalnya kalian beli item-item yang ada di situ makakan ke restore di sini nah, gue dapat kamu flats dan juga beberapa item yaitu 3 sneakers"
clip_19_Blogger_4.mp4,clip_19_Blogger_4.wav,netral,netral,positif,positif,netral,Ya gue suka warna putih jadi gue pakai ini teman-teman
